ID,TaggingEvent,Date,Crew,Site,Peddle Time (min),Species,TL (mm),High Tag,Reward Tag #,2nd Reward Tag #,Num tagged,Radio Tag Frequency,Code,Combined
874,2,12/6/22,TJMAX,,,LMB,370,86,85,86,2,,,
875,2,12/6/22,TJMAX,,,LMB,368,2443,2443,,1,150.132,I-14,150.132I-14
876,2,12/6/22,TJMAX,,,LMB,332,1739,1739,,1,,,
877,2,12/6/22,TJMAX,,,LMB,333,1738,1737,1738,2,,,
878,2,12/6/22,TJMAX,,,LMB,407,84,84,,1,,,
879,2,12/5/22,TJMAX,39,41:23:00,LMB,317,750,750,,1,,,
880,2,12/5/22,TJMAX,,,LMB,325,749,749,,1,,,
881,2,12/5/22,TJMAX,,,LMB,414,748,748,747,2,,,
882,2,12/5/22,TJMAX,,,LMB,384,1500,1500,,1,150.132,J-39,150.132J-39
883,2,12/5/22,TJMAX,,,LMB,383,1499,1499,,1,,,
884,2,12/5/22,TJMAX,,,LMB,336,1498,1498,1497,2,,,
885,2,12/5/22,TJMAX,,,LMB,344,746,746,,1,150.222,I-12,150.222I-12
886,2,12/5/22,TJMAX,,,LMB,340,2450,2450,,1,,,
887,2,12/5/22,TJMAX,,,LMB,327,745,744,745,2,,,
888,2,12/5/22,TJMAX,,,LMB,303,743,743,,1,,,
889,2,12/5/22,TJMAX,,,LMB,300,1496,1496,,1,,,
890,2,12/5/22,TJMAX,,,LMB,310,1495,1495,1494,2,,,
891,2,12/5/22,TJMAX,177,45:31:00,LMB,436,742,742,,1,,,
892,2,12/5/22,TJMAX,,,LMB,520,741,741,,1,150.333,L-86,150.333L-86
893,2,12/5/22,TJMAX,,,LMB,301,740,740,739,2,,,
894,2,12/5/22,TJMAX,,,LMB,461,1493,1493,,1,,,
895,2,12/5/22,TJMAX,,,LMB,327,1492,1492,,1,,,
896,2,12/5/22,TJMAX,41,53:00:00,LMB,452,1491,1490,1491,2,,,
897,2,12/5/22,TJMAX,,,LMB,510,100,100,,1,,,
898,2,12/5/22,TJMAX,,,LMB,381,736,736,,1,,,
899,2,12/5/22,TJMAX,,,LMB,484,735,735,734,2,,,
900,2,12/5/22,TJMAX,,,LMB,574,1489,1489,,1,,,
901,2,12/5/22,TJMAX,,,LMB,486,1488,1488,,1,,,
902,2,12/5/22,TJMAX,,,LMB,364,1487,1487,1486,2,,,
903,2,12/5/22,TJMAX,,,LMB,365,738,738,,1,,,
904,2,12/5/22,TJMAX,,,LMB,509,733,733,,1,,,
905,2,12/5/22,TJMAX,,,LMB,415,1485,1485,,1,150.132,I-09,150.132I-09
906,2,12/5/22,TJMAX,,,LMB,460,1484,1484,,1,150.222,I-13,150.222I-13
907,2,12/5/22,TJMAX,,,LMB,306,1483,1483,1482,2,,,
908,2,12/5/22,TJMAX,,,LMB,465,1481,1481,,1,,,
909,2,12/5/22,TJMAX,42,58:11:00,LMB,336,1480,1480,,1,,,
910,2,12/5/22,TJMAX,,,LMB,387,1479,1479,1478,2,,,
911,2,12/5/22,TJMAX,,,LMB,469,728,728,,1,,,
912,2,12/5/22,TJMAX,,,LMB,352,727,727,,1,,,
913,2,12/5/22,TJMAX,,,LMB,314,726,726,725,2,,,
914,2,12/5/22,TJMAX,,,LMB,383,1477,1477,,1,150.333,L-89,150.333L-89
915,2,12/5/22,TJMAX,,,LMB,503,1476,1476,,1,,,
916,2,12/5/22,TJMAX,,,LMB,466,1475,1475,1474,2,,,
917,2,12/5/22,TJMAX,,,LMB,338,724,724,,1,,,
918,2,12/5/22,TJMAX,,,LMB,408,723,723,,1,150.132,J-35,150.132J-35
919,2,12/5/22,TJMAX,,,LMB,441,722,722,721,2,,,
920,2,12/5/22,TJMAX,,,LMB,325,1473,1473,,1,,,
921,2,12/5/22,TJMAX,,,LMB,417,1471,1471,,1,150.232,I-75,150.232I-75
922,2,12/5/22,TJMAX,,,LMB,452,719,719,718,2,,,
923,2,12/5/22,TJMAX,,,LMB,435,717,717,,1,,,
924,2,12/5/22,TJMAX,,,LMB,360,716,716,,1,150.333,L-94,150.333L-94
925,2,12/5/22,TJMAX,,,LMB,366,1468,1468,1467,2,,,
926,2,12/6/22,TJMAX,43,39:40:00,LMB,476,2447,2447,,1,150.333,L-90,150.333L-90
927,2,12/6/22,TJMAX,,,LMB,483,715,715,,1,,,
928,2,12/6/22,TJMAX,38,48:07:00,LMB,340,1466,1466,1465,2,,,
929,2,12/6/22,TJMAX,,,LMB,394,1464,1464,,1,150.222,J-36,150.222J-36
930,2,12/6/22,TJMAX,,,LMB,521,1463,1463,,1,,,
931,2,12/6/22,TJMAX,,,LMB,354,714,714,713,2,,,
932,2,12/6/22,TJMAX,,,LMB,368,2446,2446,,1,,,
933,2,12/6/22,TJMAX,,,LMB,344,712,712,,1,,,
934,2,12/6/22,TJMAX,,,LMB,348,711,711,710,2,,,
935,2,12/6/22,TJMAX,,,LMB,338,1462,1462,,1,,,
936,2,12/6/22,TJMAX,,,LMB,485,1461,1461,,1,150.333,J-34,150.333J-34
937,2,12/6/22,TJMAX,,,LMB,315,1460,1460,1458,2,,,
938,2,12/6/22,TJMAX,,,LMB,304,2445,2445,,1,,,
939,2,12/6/22,TJMAX,37,50:50:00,LMB,394,709,709,,1,150.132,J-34,150.132J-34
940,2,12/6/22,TJMAX,,,LMB,313,708,708,707,2,,,
941,2,12/7/22,TJMAX,33,49:56:00,LMB,399,1715,1715,1714,2,,,
942,2,12/7/22,TJMAX,,,LMB,408,1713,1713,,1,,,
943,2,12/7/22,TJMAX,,,LMB,485,1712,1712,,1,,,
944,2,12/7/22,TJMAX,,,LMB,386,1711,1711,1710,2,,,
945,2,12/7/22,TJMAX,,,LMB,461,2439,2439,,1,,,
946,2,12/7/22,TJMAX,,,LMB,598,1708,1708,,1,,,
947,2,12/7/22,TJMAX,,,LMB,529,52,52,51,2,150.222,J-33,150.222J-33
948,2,12/7/22,TJMAX,,,LMB,411,1707,1707,,1,150.132,I-15,150.132I-15
949,2,12/7/22,TJMAX,32,47:22:00,LMB,375,4099,4099,,1,150.222,J-38,150.222J-38
950,2,12/7/22,TJMAX,,,LMB,475,4098,4098,,1,,,
951,2,12/7/22,TJMAX,,,LMB,360,4093,4093,4092,2,,,
952,2,12/7/22,TJMAX,,,LMB,451,1701,1701,,1,,,
953,2,12/7/22,TJMAX,,,LMB,390,4091,4091,4090,2,,,
954,2,12/7/22,TJMAX,,,LMB,415,4089,4089,,1,,,
955,2,12/7/22,TJMAX,,,LMB,400,5000,5000,,1,,,
956,2,12/7/22,TJMAX,,,LMB,430,4088,4088,4087,2,,,
957,2,12/8/22,TJMAX,198,43:53:00,LMB,500,4085,4085,,1,150.222,L-93,150.222L-93
958,2,12/8/22,TJMAX,98,83:43:00,LMB,351,4073,4073,,1,,,
959,2,12/8/22,TJMAX,,,LMB,446,5015,5014,5015,2,,,
960,2,12/8/22,TJMAX,,,LMB,357,5017,5017,,1,150.333,I-13,150.333I-13
961,2,12/8/22,TJMAX,,,LMB,505,4070,4070,,1,,,
962,2,12/8/22,TJMAX,,,LMB,394,4069,4069,4068,2,,,
963,2,12/8/22,TJMAX,101,59:00:00,LMB,410,4055,4055,,1,,,
964,2,12/8/22,TJMAX,,,LMB,380,2431,2431,,1,,,
965,2,12/8/22,MarcusMax,198,43:53:00,ALB,336,4086,4086,,1,,,
966,2,12/8/22,MarcusMax,,,ALB,435,4084,4084,4083,2,,,
967,2,12/8/22,MarcusMax,,,ALB,463,5003,5003,,1,,,
968,2,12/8/22,MarcusMax,,,ALB,305,5004,5004,,1,,,
969,2,12/8/22,MarcusMax,,,ALB,470,5006,5005,5006,2,,,
970,2,12/8/22,MarcusMax,,,ALB,408,2437,2437,,1,,,
971,2,12/8/22,MarcusMax,,,ALB,307,4082,4082,,1,,,
972,2,12/8/22,MarcusMax,,,ALB,389,5008,5007,5008,2,150.222,I-20,150.222I-20
973,2,12/8/22,MarcusMax,,,ALB,361,4081,4081,,1,150.132,L-85,150.132L-86
974,2,12/8/22,MarcusMax,,,ALB,319,4080,4080,,1,,,
975,2,12/8/22,MarcusMax,,,ALB,347,4079,4078,4079,2,,,
976,2,12/8/22,MarcusMax,,,ALB,319,5009,5009,,1,,,
977,2,12/8/22,MarcusMax,,,ALB,410,5010,5010,,1,,,
978,2,12/8/22,MarcusMax,,,ALB,394,5012,5011,5012,2,150.333,L-85,150.333L-85
979,2,12/8/22,MarcusMax,,,ALB,306,4077,4077,,1,,,
980,2,12/8/22,MarcusMax,,,ALB,309,4076,4076,,1,,,
981,2,12/8/22,MarcusMax,,,ALB,312,4075,4074,4075,2,,,
982,2,12/8/22,MarcusMax,,,ALB,315,2436,2436,,1,,,
983,2,12/8/22,MarcusMax,98,83:43:00,ALB,427,4072,4072,4071,2,,,
984,2,12/8/22,MarcusMax,,,ALB,394,5016,5016,,1,,,
985,2,12/8/22,MarcusMax,,,ALB,326,5020,5019,5020,2,,,
986,2,12/8/22,MarcusMax,,,ALB,341,4067,4067,,1,,,
987,2,12/8/22,MarcusMax,,,ALB,330,4066,4066,4065,2,,,
988,2,12/8/22,MarcusMax,,,ALB,330,5022,5022,,1,,,
989,2,12/8/22,MarcusMax,,,ALB,350,5023,5023,,1,,,
990,2,12/8/22,MarcusMax,,,ALB,375,2435,2435,,1,150.222,L-94,150.222L-94
991,2,12/8/22,MarcusMax,,,ALB,341,2434,2434,,1,,,
992,2,12/8/22,MarcusMax,,,ALB,315,4064,4064,4063,2,,,
993,2,12/8/22,MarcusMax,98,83:43:00,ALB,359,4062,4062,,1,,,
994,2,12/8/22,MarcusMax,,,ALB,321,4061,4061,,1,,,
995,2,12/8/22,MarcusMax,,,ALB,325,5027,5027,5026,2,,,
996,2,12/8/22,MarcusMax,,,ALB,331,5028,5028,,1,,,
997,2,12/8/22,MarcusMax,101,59:00:00,ALB,370,4060,4060,,1,150.222,L-89,150.222L-89
998,2,12/8/22,MarcusMax,,,ALB,305,4059,4058,4059,2,,,
999,2,12/8/22,MarcusMax,,,ALB,371,5029,5029,,1,,,
1000,2,12/8/22,MarcusMax,,,ALB,400,5030,5030,,1,150.222,J-41,150.222J-41
1001,2,12/8/22,MarcusMax,,,ALB,364,5032,5031,5032,2,,,
1002,2,12/8/22,MarcusMax,,,ALB,437,5033,5033,,1,150.333,I-20,150.333I-20
1003,2,12/8/22,MarcusMax,,,ALB,316,5034,5034,,1,,,
1004,2,12/8/22,MarcusMax,,,ALB,324,5036,5036,5035,2,,,
1005,2,12/8/22,MarcusMax,,,ALB,339,4057,4057,,1,,,
1006,2,12/8/22,MarcusMax,,,ALB,492,4056,4056,,1,150.333,L-92,150.333L-92
1007,2,12/8/22,MarcusMax,,,ALB,325,5038,5037,5038,2,,,
1008,2,12/8/22,MarcusMax,,,ALB,331,4054,4054,,1,,,
1009,2,12/8/22,MarcusMax,,,ALB,341,2433,2433,,1,,,
1010,2,12/8/22,MarcusMax,,,ALB,305,4053,4053,4052,2,,,
1011,2,12/8/22,MarcusMax,,,ALB,322,5039,5039,,1,,,
1012,2,12/8/22,MarcusMax,,,ALB,323,5040,5040,,1,,,
1013,2,12/8/22,MarcusMax,,,ALB,332,5042,5041,5042,2,,,
1014,2,12/8/22,MarcusMax,,,ALB,489,2432,2432,,1,150.333,I-9,150.333I-9
1015,2,12/6/22,MarcusNat,57,51,LMB,301,122,122,,1,,,
1016,2,12/6/22,MarcusNat,57,51,LMB,308,121,121,120,2,,,
1017,2,12/7/22,MarcusNat,123,75,LMB,337,1431,1431,,1,,,
1018,2,12/7/22,MarcusNat,123,76,LMB,390,1423,1423,,1,,,
1019,2,12/7/22,MarcusNat,123,77,LMB,412,1430,1424,1430,2,150.132,J-38,150.132J-38
1020,2,12/7/22,MarcusNat,124,60,LMB,368,1421,1421,,1,,,
1021,2,12/7/22,MarcusNat,124,60,LMB,349,1420,1420,,1,,,
1022,2,12/7/22,MarcusNat,124,60,LMB,349,1419,1419,1418,2,,,
1023,2,12/7/22,MarcusNat,124,60,LMB,353,1417,1417,,1,,,
1024,2,12/7/22,MarcusNat,124,60,LMB,512,2399,2399,,1,150.222,L-87,150.222L-87
1025,2,12/7/22,MarcusNat,124,60,LMB,315,1416,1416,1415,2,,,
1026,2,12/7/22,MarcusNat,124,60,LMB,383,1414,1414,,1,,,
1027,2,12/7/22,MarcusNat,124,60,LMB,350,1413,1413,,1,,,
1028,2,12/7/22,MarcusNat,124,60,LMB,464,1412,1412,1411,2,,,
1029,2,12/7/22,MarcusNat,124,60,LMB,438,1410,1410,,1,,,
1030,2,12/7/22,MarcusNat,124,60,LMB,454,1405,1405,,1,150.222,L-91,150.222L-91
1031,2,12/7/22,MarcusNat,124,60,LMB,455,1409,1409,1408,2,,,
1032,2,12/7/22,MarcusNat,124,60,LMB,311,1407,1407,,1,,,
1033,2,12/7/22,MarcusNat,124,60,LMB,345,1406,1406,,1,,,
1034,2,12/7/22,MarcusNat,124,60,LMB,453,1404,1404,1403,2,150.222,L-85,150.222L-85
1035,2,12/7/22,MarcusNat,127,45,LMB,365,1402,1402,,1,,,
1036,2,12/7/22,MarcusNat,127,45,LMB,348,1401,1401,,1,,,
1037,2,12/7/22,MarcusNat,127,45,LMB,336,116,116,115,2,,,
1038,2,12/7/22,MarcusNat,127,45,LMB,445,114,114,,1,,,
1039,2,12/7/22,MarcusNat,127,45,LMB,429,113,113,,1,,,
1040,2,12/7/22,MarcusNat,128,74,LMB,513,553,553,549,2,,,
1041,2,12/7/22,MarcusNat,128,74,LMB,381,39,39,,1,,,
1042,2,12/7/22,MarcusNat,128,74,LMB,361,101,101,,1,,,
1043,2,12/7/22,MarcusNat,128,74,LMB,377,103,102,103,2,,,
1044,2,12/7/22,MarcusNat,128,74,LMB,389,104,104,,1,,,
1045,2,12/7/22,MarcusNat,128,74,LMB,342,105,105,,1,,,
1046,2,12/7/22,MarcusNat,128,74,LMB,454,2397,2397,2396,2,150.132,I-16,150.132I-16
1047,2,12/6/22,MarcusNat,168,73,LMB,307,1,1,,1,,,
1048,2,12/6/22,MarcusNat,168,73,LMB,346,150,14,150,2,,,
1049,2,12/6/22,MarcusNat,168,73,LMB,321,149,149,,1,,,
1050,2,12/6/22,MarcusNat,168,73,LMB,376,148,148,147,2,,,
1051,2,12/6/22,MarcusNat,168,73,LMB,422,140,140,,1,150.333,J-39,150.333J-39
1052,2,12/6/22,MarcusNat,168,73,LMB,323,146,146,,1,,,
1053,2,12/6/22,MarcusNat,168,73,LMB,357,145,145,144,2,,,
1054,2,12/6/22,MarcusNat,167,43,LMB,371,1445,1445,,1,,,
1055,2,12/6/22,MarcusNat,,,LMB,341,1446,1446,,1,,,
1056,2,12/6/22,MarcusNat,,,LMB,532,1444,1444,1443,2,150.222,I-16,150.222I-16
1057,2,12/6/22,MarcusNat,50,48,LMB,425,1442,1442,,1,,,
1058,2,12/6/22,MarcusNat,,,LMB,314,1441,1441,,1,,,
1059,2,12/6/22,MarcusNat,,,LMB,337,4439,1440,4439,2,,,
1060,2,12/6/22,MarcusNat,,,LMB,351,1438,1438,,1,,,
1061,2,12/6/22,MarcusNat,,,LMB,307,1435,1435,,1,,,
1062,2,12/6/22,MarcusNat,,,LMB,511,1432,1432,,1,150.333,L-88,150.333L-88
1063,2,12/6/22,MarcusNat,,,LMB,304,1434,1434,1433,2,,,
1064,2,12/6/22,MarcusNat,57,51,LMB,345,139,139,,1,,,
1065,2,12/6/22,MarcusNat,,,LMB,336,138,137,138,2,,,
1066,2,12/6/22,MarcusNat,,,LMB,300,136,136,,1,,,
1067,2,12/6/22,MarcusNat,,,LMB,470,119,119,,1,150.132,J-37,150.132J-37
1068,2,12/6/22,MarcusNat,,,LMB,392,135,135,134,2,,,
1069,2,12/6/22,MarcusNat,,,LMB,331,133,133,,1,,,
1070,2,12/6/22,MarcusNat,,,LMB,326,132,132,,1,,,
1071,2,12/6/22,MarcusNat,,,LMB,414,131,131,130,2,,,
1072,2,12/6/22,MarcusNat,,,LMB,463,118,118,,1,150.132,J-36,150.132J-36
1073,2,12/6/22,MarcusNat,,,LMB,312,129,129,,1,,,
1074,2,12/6/22,MarcusNat,,,LMB,365,128,128,127,2,,,
1075,2,12/6/22,MarcusNat,,,LMB,334,126,126,,1,,,
1076,2,12/6/22,MarcusNat,,,LMB,308,125,125,,1,,,
1077,2,12/6/22,MarcusNat,,,LMB,419,124,124,123,2,,,
1078,2,12/6/22,MarcusNat,,,LMB,525,117,117,,1,150.132,I-13,150.132I-13
1079,2,12/5/22,MarcusNat,44,26,LMB,366,41,41,,1,,,
1080,2,12/5/22,MarcusNat,,,LMB,330,40,40,,1,,,
1081,2,12/5/22,MarcusNat,45,54,LMB,396,43,42,43,2,,,
1082,2,12/5/22,MarcusNat,,,LMB,310,44,44,,1,,,
1083,2,12/5/22,MarcusNat,,,LMB,482,1450,1450,,1,150.222,I-18,150.222I-18
1084,2,12/5/22,MarcusNat,,,LMB,325,46,45,46,2,,,
1085,2,12/5/22,MarcusNat,,,LMB,312,47,47,,1,,,
1086,2,12/5/22,MarcusNat,,,LMB,407,48,48,,1,,,
1087,2,12/5/22,MarcusNat,,,LMB,395,50,49,50,2,,,
1088,2,12/5/22,MarcusNat,,,LMB,500,1449,1449,,1,150.132,L-84,150.132L-84
1089,2,12/5/22,MarcusNat,,,LMB,300,38,38,,1,,,
1090,2,12/5/22,MarcusNat,175,35,LMB,376,1448,1447,1448,2,,,
1091,2,12/5/22,MarcusNat,47,60,LMB,355,37,37,,1,,,
1092,2,12/5/22,MarcusNat,,,LMB,515,35,35,,1,,,
1093,2,12/5/22,MarcusNat,,,LMB,408,34,34,33,2,,,
1094,2,12/5/22,MarcusNat,,,LMB,530,21,21,,1,150.222,I-17,150.222I-17
1095,2,12/5/22,MarcusNat,,,LMB,438,29,29,,1,,,
1096,2,12/5/22,MarcusNat,,,LMB,330,28,28,27,2,,,
1097,2,12/5/22,MarcusNat,,,LMB,320,20,20,,1,,,
1098,2,12/5/22,MarcusNat,,,LMB,338,19,19,,1,,,
1099,2,12/5/22,MarcusNat,,,LMB,385,16,16,15,2,150.222,I-19,150.222I-19
1100,2,12/5/22,MarcusNat,,,LMB,373,18,18,,1,,,
1101,2,12/5/22,MarcusNat,,,LMB,318,17,17,,1,,,
1102,2,12/5/22,MarcusNat,169,45,LMB,311,13,10,13,2,,,
1103,2,12/5/22,MarcusNat,,,LMB,340,12,12,,1,,,
1104,2,12/5/22,MarcusNat,,,LMB,498,3,3,,1,150.333,J-38,150.333J-38
1105,2,12/5/22,MarcusNat,,,LMB,390,11,11,8,2,,,
1106,2,12/5/22,MarcusNat,,,LMB,301,9,9,,1,,,
1107,2,12/5/22,MarcusNat,,,LMB,340,5,5,,1,,,
1108,2,12/5/22,MarcusNat,,,LMB,318,7,7,6,2,,,
1109,2,12/5/22,MarcusNat,,,LMB,318,4,4,,1,,,
1110,2,12/5/22,MarcusNat,,,LMB,501,2,2,,1,150.333,J-37,150.333J-37
1111,2,12/5/22,TJMAX,41,53,ALB,392,737,737,,1,,,
1112,2,12/5/22,TJMAX,,,ALB,435,2449,2449,,1,,,
1113,2,12/5/22,TJMAX,42,59:11:00,ALB,462,730,730,729,2,150.132,I-11,150.132I-11
1114,2,12/5/22,TJMAX,,,ALB,393,2448,2448,,1,,,
1115,2,12/5/22,TJMAX,,,ALB,327,1472,1472,,1,,,
1116,2,12/5/22,TJMAX,,,ALB,385,1470,1469,1470,2,,,
1117,2,12/5/22,TJMAX,,,ALB,317,720,720,,1,,,
1118,2,12/6/22,TJMAX,37,50:50:00,ALB,340,1459,1459,,1,,,
1119,2,12/6/22,TJMAX,36,49:13:00,ALB,311,1750,1750,1749,2,,,
1120,2,12/6/22,TJMAX,180,45,ALB,415,88,88,,1,150.333,L-91,150.333L-91
1121,2,12/6/22,TJMAX,,,ALB,416,1740,1740,,1,,,
1122,2,12/6/22,TJMAX,181,47:50:00,ALB,386,1736,1736,1735,2,,,
1123,2,12/6/22,TJMAX,,,ALB,456,75,75,,1,,,
1124,2,12/6/22,TJMAX,,,ALB,388,70,70,,1,,,
1125,2,12/7/22,TJMAX,197,36:05:00,ALB,451,61,61,60,2,150.333,J-33,150.333J-33
1126,2,12/7/22,TJMAX,,,ALB,420,2440,2440,,1,,,
1127,2,12/7/22,TJMAX,,,ALB,463,1720,1720,,1,,,
1128,2,12/7/22,TJMAX,,,ALB,376,59,58,59,2,,,
1129,2,12/7/22,TJMAX,,,ALB,328,57,57,,1,,,
1130,2,12/7/22,TJMAX,33,49:56:00,ALB,500,1716,1716,,1,,,
1131,2,12/7/22,TJMAX,,,ALB,455,54,53,54,2,,,
1132,2,12/7/22,TJMAX,,,ALB,452,1709,1709,,1,150.333,L-84,150.333L-84
1133,2,12/7/22,TJMAX,,,ALB,398,4097,4097,,1,,,
1134,2,12/7/22,TJMAX,,,ALB,400,1706,1706,1705,2,,,
1135,2,12/7/22,TJMAX,,,ALB,465,4096,4096,,1,,,
1136,2,12/7/22,TJMAX,,,ALB,495,1704,1704,,1,,,
1137,2,12/7/22,TJMAX,,,ALB,440,4095,4095,4094,2,,,
1138,2,12/7/22,TJMAX,,,ALB,445,1703,1703,,1,150.333,J-41,150.333J-41
1139,2,12/7/22,TJMAX,,,ALB,368,1702,1702,,1,,,
1140,2,12/7/22,TJMAX,,,ALB,392,5002,5001,5002,2,,,
1141,2,12/7/22,TJMAX,,,ALB,310,2438,2438,,1,,,
1142,2,12/6/22,TJMAX,181,47:50:00,LMB,366,83,83,,1,,,
1143,2,12/6/22,TJMAX,,,LMB,325,82,82,81,2,,,
1144,2,12/6/22,TJMAX,,,LMB,351,80,80,,1,,,
1145,2,12/6/22,TJMAX,,,LMB,370,1734,1734,,1,,,
1146,2,12/6/22,TJMAX,,,LMB,366,1733,1732,1733,2,,,
1147,2,12/6/22,TJMAX,,,LMB,492,79,79,,1,,,
1148,2,12/6/22,TJMAX,,,LMB,516,78,78,76,2,,,
1149,2,12/6/22,TJMAX,,,LMB,321,1731,1731,,1,,,
1150,2,12/6/22,TJMAX,,,LMB,315,2442,2442,,1,,,
1151,2,12/6/22,TJMAX,,,LMB,360,1730,1730,1729,2,,,
1152,2,12/6/22,TJMAX,,,LMB,326,74,74,,1,,,
1153,2,12/6/22,TJMAX,,,LMB,466,73,73,,1,,,
1154,2,12/6/22,TJMAX,,,LMB,322,72,72,71,2,,,
1155,2,12/6/22,TJMAX,,,LMB,376,2441,2441,,1,,,
1156,2,12/7/22,TJMAX,189,32:10:00,LMB,452,68,68,,1,150.132,I-17,150.132I-17
1157,2,12/7/22,TJMAX,,,LMB,330,69,69,67,2,,,
1158,2,12/7/22,TJMAX,193,42:50:00,LMB,367,66,66,,1,150.333,J36,150.333J36
1159,2,12/7/22,TJMAX,,,LMB,518,65,65,,1,150.222,J39,150.222J39
1160,2,12/7/22,TJMAX,,,LMB,380,64,64,63,2,150.132,J41,150.132J41
1161,2,12/7/22,TJMAX,,,LMB,302,1728,1728,,1,,,
1162,2,12/7/22,TJMAX,,,LMB,374,1727,1727,,1,,,
1163,2,12/7/22,TJMAX,,,LMB,457,1726,1726,1725,2,,,
1164,2,12/7/22,TJMAX,197,36:05:00,LMB,360,1724,1724,,1,,,
1165,2,12/7/22,TJMAX,,,LMB,448,1723,1723,,1,,,
1166,2,12/7/22,TJMAX,,,LMB,491,1722,1721,1722,2,,,
1167,2,12/7/22,TJMAX,,,LMB,505,62,62,,1,150.132,I-19,150.132I-19
1168,2,12/7/22,TJMAX,,,LMB,303,1719,1719,,1,,,
1169,2,12/7/22,TJMAX,,,LMB,489,1718,1717,1718,2,,,
1170,2,12/7/22,TJMAX,,,LMB,427,56,56,,1,150.222,J40,150.222J40
1171,2,12/7/22,TJMAX,,,LMB,303,55,55,,1,,,
1172,2,12/9/22,TJMAX,99,53,LMB,390,4051,4051,4050,2,,,
1173,2,12/9/22,TJMAX,,,LMB,431,5043,5043,,1,150.222,J-34,150.222J-34
1174,2,12/9/22,TJMAX,,,LMB,485,5047,5047,,1,,,
